Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,Tipo de estratégia de lances,Custo,Impr.,Cliques,Conversões,Taxa de conv.,Valor conv.,Valor conv. / custo,CPC méd.,Custo / conv.,CTR,CPM médio,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),% de sessões engajadas (GA4),Eventos / sessão (GA4),Freq. méd. impr. / usuário,Usuários exclusivos
abril de 2026,Pausada,CINEMA PREÇO ÚNICO 10 REAIS_OK,"40,55", --,Diário,BRL,Pausado,campanha pausada,9543684935,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,CINEMA PREÇO ÚNICO 10 REAIS_OK,"40,55", --,Diário,BRL,Pausado,campanha pausada,9543684935,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,CINEMA PREÇO ÚNICO 10 REAIS_OK,"40,55", --,Diário,BRL,Pausado,campanha pausada,9543684935,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,IN STREAM_LIQUIDAÇÕES,"142,85", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9523930988,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,IN STREAM_LIQUIDAÇÕES,"142,85", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9523930988,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,IN STREAM_LIQUIDAÇÕES,"142,85", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9523930988,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,IN STREAM_LIQUIDAÇÕES,"142,85", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9523930988,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,IN STREAM_LIQUIDAÇÕES,"142,85", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9523930988,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,IN STREAM_LIQUIDAÇÕES,"142,85", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9523930988,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{PES} EVENTOS,"34,00", --,Diário,BRL,Pausado,campanha pausada,9021503649,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{PES} EVENTOS,"34,00", --,Diário,BRL,Pausado,campanha pausada,9021503649,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{PES} EVENTOS,"34,00", --,Diário,BRL,Pausado,campanha pausada,9021503649,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{PES} EVENTOS,"34,00", --,Diário,BRL,Pausado,campanha pausada,9021503649,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{PES} EVENTOS,"34,00", --,Diário,BRL,Pausado,campanha pausada,9021503649,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{PES} EVENTOS,"34,00", --,Diário,BRL,Pausado,campanha pausada,9021503649,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,GMAIL - OFERTAS,"50,00", --,Diário,BRL,Removido,campanha removida; alguns anúncios foram reprovados,9013965047,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,GMAIL - OFERTAS,"50,00", --,Diário,BRL,Removido,campanha removida; alguns anúncios foram reprovados,9013965047,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,GMAIL - OFERTAS,"50,00", --,Diário,BRL,Removido,campanha removida; alguns anúncios foram reprovados,9013965047,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,GMAIL - OFERTAS,"50,00", --,Diário,BRL,Removido,campanha removida; alguns anúncios foram reprovados,9013965047,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,GMAIL - OFERTAS,"50,00", --,Diário,BRL,Removido,campanha removida; alguns anúncios foram reprovados,9013965047,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,GMAIL - OFERTAS,"50,00", --,Diário,BRL,Removido,campanha removida; alguns anúncios foram reprovados,9013965047,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,CINEMA PREÇO ÚNICO 10 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8888079513,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,CINEMA PREÇO ÚNICO 10 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8888079513,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,CINEMA PREÇO ÚNICO 10 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8888079513,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,CINEMA PREÇO ÚNICO 10 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8888079513,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,CINEMA PREÇO ÚNICO 10 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8888079513,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,CINEMA PREÇO ÚNICO 10 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8888079513,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,CINEMA PREÇO ÚNICO 12 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8886863512,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,CINEMA PREÇO ÚNICO 12 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8886863512,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,CINEMA PREÇO ÚNICO 12 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8886863512,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,CINEMA PREÇO ÚNICO 12 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8886863512,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,CINEMA PREÇO ÚNICO 12 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8886863512,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,CINEMA PREÇO ÚNICO 12 REAIS,"40,55", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8886863512,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,Video_EVENTOS,"41,67", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8879289803,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,Video_EVENTOS,"41,67", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8879289803,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,Video_EVENTOS,"41,67", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8879289803,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,Video_EVENTOS,"41,67", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8879289803,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,Video_EVENTOS,"41,67", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8879289803,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,Video_EVENTOS,"41,67", --,Diário,BRL,Removido,campanha removida; campanha finalizada; Todos os grupos de anúncios estão pausados,8879289803,Vídeo,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,GMAIL_CINEMA,"65,00", --,Diário,BRL,Removido,campanha removida,8771938947,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,GMAIL_CINEMA,"65,00", --,Diário,BRL,Removido,campanha removida,8771938947,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,GMAIL_CINEMA,"65,00", --,Diário,BRL,Removido,campanha removida,8771938947,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,GMAIL_CINEMA,"65,00", --,Diário,BRL,Removido,campanha removida,8771938947,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,GMAIL_CINEMA,"65,00", --,Diário,BRL,Removido,campanha removida,8771938947,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,GMAIL_CINEMA,"65,00", --,Diário,BRL,Removido,campanha removida,8771938947,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,CIRCO DAS GALÁXIAS,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8768251340,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,CIRCO DAS GALÁXIAS,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8768251340,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,CIRCO DAS GALÁXIAS,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8768251340,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,CIRCO DAS GALÁXIAS,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8768251340,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,CIRCO DAS GALÁXIAS,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8768251340,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,CIRCO DAS GALÁXIAS,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,8768251340,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,2020_OFERTAS DA SEMANA,"100,00", --,Diário,BRL,Pausado,campanha pausada,8767683344,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,2020_OFERTAS DA SEMANA,"100,00", --,Diário,BRL,Pausado,campanha pausada,8767683344,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,2020_OFERTAS DA SEMANA,"100,00", --,Diário,BRL,Pausado,campanha pausada,8767683344,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,2020_OFERTAS DA SEMANA,"100,00", --,Diário,BRL,Pausado,campanha pausada,8767683344,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,2020_OFERTAS DA SEMANA,"100,00", --,Diário,BRL,Pausado,campanha pausada,8767683344,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,2020_OFERTAS DA SEMANA,"100,00", --,Diário,BRL,Pausado,campanha pausada,8767683344,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,Shopping_local,"50,00", --,Diário,BRL,Removido,campanha removida,8514860324,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,Shopping_local,"50,00", --,Diário,BRL,Removido,campanha removida,8514860324,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,Shopping_local,"50,00", --,Diário,BRL,Removido,campanha removida,8514860324,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,Shopping_local,"50,00", --,Diário,BRL,Removido,campanha removida,8514860324,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,Shopping_local,"50,00", --,Diário,BRL,Removido,campanha removida,8514860324,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,Shopping_local,"50,00", --,Diário,BRL,Removido,campanha removida,8514860324,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,Institucional - Local,"50,00", --,Diário,BRL,Removido,campanha removida,8514751373,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,Institucional - Local,"50,00", --,Diário,BRL,Removido,campanha removida,8514751373,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,Institucional - Local,"50,00", --,Diário,BRL,Removido,campanha removida,8514751373,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,Institucional - Local,"50,00", --,Diário,BRL,Removido,campanha removida,8514751373,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,Institucional - Local,"50,00", --,Diário,BRL,Removido,campanha removida,8514751373,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,Institucional - Local,"50,00", --,Diário,BRL,Removido,campanha removida,8514751373,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{PES} INSTITUCIONAL SHOP CIDADE_LOCAL,"50,00", --,Diário,BRL,Pausado,campanha pausada,8514100998,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{PES} INSTITUCIONAL SHOP CIDADE_LOCAL,"50,00", --,Diário,BRL,Pausado,campanha pausada,8514100998,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{PES} INSTITUCIONAL SHOP CIDADE_LOCAL,"50,00", --,Diário,BRL,Pausado,campanha pausada,8514100998,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{PES} INSTITUCIONAL SHOP CIDADE_LOCAL,"50,00", --,Diário,BRL,Pausado,campanha pausada,8514100998,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{PES} INSTITUCIONAL SHOP CIDADE_LOCAL,"50,00", --,Diário,BRL,Pausado,campanha pausada,8514100998,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{PES} INSTITUCIONAL SHOP CIDADE_LOCAL,"50,00", --,Diário,BRL,Pausado,campanha pausada,8514100998,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,{PES} Shopping_Local,"50,00", --,Diário,BRL,Removido,campanha removida,8513142849,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,{PES} Shopping_Local,"50,00", --,Diário,BRL,Removido,campanha removida,8513142849,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,{PES} Shopping_Local,"50,00", --,Diário,BRL,Removido,campanha removida,8513142849,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,{PES} Shopping_Local,"50,00", --,Diário,BRL,Removido,campanha removida,8513142849,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,{PES} Shopping_Local,"50,00", --,Diário,BRL,Removido,campanha removida,8513142849,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,{PES} Shopping_Local,"50,00", --,Diário,BRL,Removido,campanha removida,8513142849,Local,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{PES} INSTI_ TERMOS REL. A SHOPPING CIDADE,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,8510392039,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{PES} INSTI_ TERMOS REL. A SHOPPING CIDADE,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,8510392039,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{PES} INSTI_ TERMOS REL. A SHOPPING CIDADE,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,8510392039,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{PES} INSTI_ TERMOS REL. A SHOPPING CIDADE,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,8510392039,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{PES} INSTI_ TERMOS REL. A SHOPPING CIDADE,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,8510392039,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{PES} INSTI_ TERMOS REL. A SHOPPING CIDADE,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,8510392039,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DA SEMANA,"200,00", --,Diário,BRL,Pausado,campanha pausada,8399368530,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DA SEMANA,"200,00", --,Diário,BRL,Pausado,campanha pausada,8399368530,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DA SEMANA,"200,00", --,Diário,BRL,Pausado,campanha pausada,8399368530,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DA SEMANA,"200,00", --,Diário,BRL,Pausado,campanha pausada,8399368530,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DA SEMANA,"200,00", --,Diário,BRL,Pausado,campanha pausada,8399368530,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DA SEMANA,"200,00", --,Diário,BRL,Pausado,campanha pausada,8399368530,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} SÁB_DOM_CINEMA PREÇO ÚNICO,"40,00", --,Diário,BRL,Pausado,campanha pausada,8389047290,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} SÁB_DOM_CINEMA PREÇO ÚNICO,"40,00", --,Diário,BRL,Pausado,campanha pausada,8389047290,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} SÁB_DOM_CINEMA PREÇO ÚNICO,"40,00", --,Diário,BRL,Pausado,campanha pausada,8389047290,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} SÁB_DOM_CINEMA PREÇO ÚNICO,"40,00", --,Diário,BRL,Pausado,campanha pausada,8389047290,Display,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
